Sales Channel,Order Quantity,Discount Applied,Unit Cost,Unit Price,DeliveryDays
Wholesale,1,0.075,3269.87,3939.6,4
Distributor,6,0.075,1196.35,1869.3,3
In-Store,5,0.05,691.44,864.3,243
Distributor,3,0.1,835.09,1098.8,127
In-Store,4,0.075,2730.52,3845.8,8
In-Store,3,0.075,3882.11,5246.1,66
Online,8,0.1,404.81,763.8,123
Distributor,1,0.4,2673.3,3819.0,0
In-Store,2,0.15,2013.08,2425.4,0
Online,6,0.05,884.33,1319.9,0
In-Store,6,0.15,529.03,1125.6,153
In-Store,3,0.1,2590.42,6318.1,123
In-Store,8,0.05,1459.26,3242.8,31
Wholesale,4,0.15,1142.42,1936.3,0
Online,4,0.05,3038.65,3946.3,91
Online,6,0.075,442.27,1078.7,0
Distributor,3,0.075,3967.34,5587.8,4
Distributor,1,0.4,1896.37,3108.8,0
Wholesale,1,0.05,661.96,871.0,0
In-Store,7,0.1,1543.35,1815.7,0
Online,7,0.075,541.7,984.9,153
Distributor,3,0.075,1727.53,3926.2,0
Online,1,0.075,126.63,234.5,1
In-Store,8,0.2,1429.51,2552.7,0
In-Store,4,0.05,591.74,857.6,7
In-Store,3,0.05,553.96,1065.3,0
Online,4,0.2,1581.2,1976.5,0
In-Store,2,0.3,2725.76,3839.1,0
Online,3,0.05,2807.57,3899.4,31
In-Store,6,0.05,85.02,180.9,122
Wholesale,6,0.15,588.53,1226.1,92
Distributor,8,0.05,313.56,783.9,61
In-Store,7,0.15,489.1,978.2,122
Online,6,0.15,1616.24,3169.1,127
Online,2,0.1,1497.05,3055.2,10
Wholesale,4,0.1,1563.78,2606.3,0
In-Store,7,0.075,794.35,1045.2,275
In-Store,8,0.3,1069.32,1909.5,0
Distributor,3,0.15,689.43,984.9,10
In-Store,6,0.075,944.3,1165.8,91
In-Store,7,0.05,944.3,1748.7,0
In-Store,3,0.1,2024.07,3819.0,4
Online,1,0.05,744.71,1145.7,2
In-Store,5,0.15,1968.19,3644.8,5
In-Store,5,0.1,3092.72,3865.9,10
Distributor,6,0.05,110.75,194.3,0
Online,2,0.075,1681.7,3363.4,30
In-Store,5,0.075,2406.64,3008.3,0
In-Store,1,0.075,2230.3,3055.2,61
Wholesale,8,0.1,629.4,1031.8,0
Distributor,7,0.05,2127.38,3939.6,153
Distributor,4,0.075,2720.2,3886.0,9
In-Store,2,0.05,1896.37,3108.8,91
Online,1,0.075,505.85,1011.7,6
Online,5,0.3,1327.4,2552.7,8
In-Store,5,0.1,954.75,1675.0,3
Distributor,5,0.05,831.47,1139.0,61
Wholesale,7,0.4,3802.92,6338.2,5
Online,3,0.05,1874.12,2231.1,0
Distributor,6,0.2,1525.59,2311.5,92
Online,7,0.05,2835.98,3832.4,91
Online,6,0.1,793.95,1005.0,183
In-Store,8,0.15,671.14,1065.3,7
In-Store,3,0.1,1454.84,1889.4,98
Online,4,0.1,108.88,167.5,8
In-Store,3,0.075,2472.3,6030.0,214
In-Store,2,0.1,527.63,837.5,9
In-Store,6,0.1,1051.5,1782.2,303
Online,8,0.075,439.25,998.3,0
In-Store,4,0.15,2679.93,3999.9,91
Online,8,0.15,1118.7,1896.1,0
Distributor,2,0.075,477.71,1038.5,10
Distributor,2,0.05,3071.28,3839.1,1
In-Store,1,0.1,535.46,743.7,0
Wholesale,6,0.15,1100.48,2445.5,10
In-Store,7,0.2,1463.28,2613.0,92
In-Store,8,0.1,127.57,187.6,8
Online,2,0.05,3845.8,5494.0,4
In-Store,2,0.2,4625.68,5782.1,3
Distributor,5,0.075,2052.48,3872.6,2
Wholesale,5,0.075,3544.97,6445.4,5
Online,7,0.05,93.4,227.8,7
Wholesale,5,0.15,151.22,247.9,0
Online,8,0.075,763.53,1031.8,0
Online,3,0.05,1499.33,2237.8,6
In-Store,5,0.1,825.44,1179.2,0
In-Store,7,0.075,1546.03,2378.5,30
Online,1,0.05,768.83,1025.1,1
Distributor,6,0.05,720.92,1802.3,0
Online,6,0.075,1015.59,1916.2,0
In-Store,6,0.2,1661.94,3021.7,0
Distributor,3,0.4,1710.91,2251.2,8
In-Store,4,0.075,1074.08,2619.7,31
Online,2,0.075,884.4,2010.0,4
In-Store,6,0.4,687.42,1145.7,5
Online,3,0.15,1447.2,3618.0,4
In-Store,5,0.05,2982.84,3551.0,36
Online,5,0.075,736.87,944.7,0
In-Store,4,0.075,74.91,174.2,184
Online,4,0.075,1465.29,1809.0,9
Online,8,0.05,1876.8,3993.2,59
Online,6,0.075,793.95,1005.0,10
In-Store,8,0.075,2176.83,3819.0,0
In-Store,2,0.05,968.02,2251.2,0
In-Store,8,0.05,665.71,964.8,0
In-Store,2,0.05,733.25,1018.4,0
Wholesale,7,0.075,117.59,261.3,157
Online,1,0.075,1530.48,2887.7,3
In-Store,1,0.1,857.06,1098.8,8
Online,5,0.05,1596.74,2217.7,31
In-Store,1,0.075,165.49,254.6,0
Wholesale,4,0.075,2018.64,2432.1,31
In-Store,4,0.075,1624.42,2499.1,1
In-Store,8,0.15,1497.05,3564.4,273
In-Store,8,0.075,1595.54,2532.6,5
Wholesale,5,0.1,1043.59,1768.8,6
Distributor,4,0.05,1222.75,2445.5,10
Wholesale,4,0.075,4567.52,5855.8,212
Online,3,0.3,3223.64,3979.8,5
Online,8,0.05,443.81,964.8,122
In-Store,3,0.075,158.66,247.9,1
In-Store,7,0.1,2264.33,3189.2,0
Online,3,0.1,2830.15,5339.9,9
Distributor,2,0.15,717.57,1139.0,7
Online,5,0.05,91.39,207.7,128
Online,6,0.075,1242.85,2345.0,128
In-Store,4,0.05,1824.08,2432.1,0
In-Store,6,0.075,578.34,1112.2,8
Online,7,0.075,670.27,1098.8,61
Distributor,5,0.05,741.82,1159.1,303
Distributor,8,0.05,1253.3,2666.6,5
Online,8,0.075,1190.32,2834.1,0
Online,8,0.15,2450.86,3953.0,9
In-Store,8,0.15,1127.74,1762.1,92
Online,1,0.05,1400.17,2592.9,30
Wholesale,6,0.075,1378.19,2505.8,3
Online,5,0.05,137.95,194.3,0
In-Store,6,0.2,2852.93,5822.3,3
In-Store,2,0.1,1434.4,1815.7,273
Online,8,0.4,2148.36,3906.1,0
Wholesale,1,0.1,1766.79,3926.2,66
Online,2,0.1,4960.28,6123.8,0
Distributor,1,0.15,962.46,1132.3,5
Online,2,0.1,2315.52,3859.2,0
Wholesale,3,0.075,454.46,797.3,92
Online,3,0.15,3174.26,5380.1,4
Online,8,0.05,2870.28,3986.5,184
In-Store,5,0.2,951.13,1219.4,2
Online,6,0.05,1345.36,1681.7,0
In-Store,2,0.05,80.13,174.2,2
Wholesale,4,0.2,1739.66,3865.9,0
In-Store,2,0.05,2514.78,5132.2,10
In-Store,3,0.1,987.71,1829.1,122
Distributor,3,0.2,2023.94,3162.4,90
Wholesale,2,0.075,2746.67,6103.7,0
In-Store,6,0.3,600.32,750.4,38
Distributor,2,0.05,100.5,167.5,2
In-Store,8,0.075,2069.5,2653.2,7
In-Store,4,0.15,1594.4,3008.3,0
Online,2,0.1,338.15,690.1,4
Wholesale,8,0.15,474.63,1031.8,2
Distributor,3,0.3,371.45,884.4,245
Distributor,4,0.05,469.94,1118.9,0
Online,4,0.05,958.7,2338.3,0
Online,2,0.05,551.28,810.7,7
Online,7,0.1,1651.82,3932.9,0
Distributor,4,0.1,337.68,844.2,30
Wholesale,4,0.1,119.39,180.9,0
Online,7,0.075,1986.68,2365.1,0
In-Store,4,0.1,1084.86,2358.4,1
In-Store,7,0.075,1171.63,1748.7,0
Online,3,0.05,1202.78,1822.4,10
Online,3,0.075,684.0,824.1,0
Wholesale,7,0.075,1317.89,1882.7,3
In-Store,5,0.075,1565.79,3819.0,31
Online,4,0.05,672.95,1085.4,7
Wholesale,8,0.075,857.6,1072.0,1
Wholesale,8,0.075,441.8,1051.9,3
In-Store,4,0.05,584.31,1025.1,8
Online,2,0.15,1026.31,2231.1,212
Distributor,2,0.2,117.59,261.3,7
In-Store,3,0.2,2960.33,3524.2,0
In-Store,6,0.3,3207.96,3819.0,2
Wholesale,5,0.15,2560.34,3879.3,0
In-Store,3,0.2,132.12,227.8,153
Online,2,0.1,847.82,1145.7,4
Distributor,2,0.05,1134.98,2579.5,0
Online,8,0.2,464.31,1105.5,59
Wholesale,4,0.4,1215.85,1762.1,7
Online,3,0.2,935.25,1989.9,1
In-Store,3,0.1,198.59,261.3,0
Wholesale,6,0.1,675.36,1072.0,153
In-Store,5,0.075,899.81,1058.6,31
In-Store,7,0.05,131.39,247.9,31
In-Store,8,0.1,1117.16,2659.9,214
In-Store,3,0.05,866.71,1031.8,0
Online,7,0.15,1120.24,2546.0,7
Online,7,0.1,660.35,857.6,2
Online,5,0.1,1973.15,3946.3,7
In-Store,2,0.075,2484.09,4006.6,242
Distributor,4,0.075,758.64,1132.3,214
Distributor,6,0.05,511.75,897.8,6
In-Store,4,0.2,2678.93,3939.6,2
Wholesale,7,0.05,515.9,1031.8,9
In-Store,7,0.05,4938.37,6251.1,150
Wholesale,7,0.05,2176.83,3819.0,0
Distributor,1,0.05,3233.55,5480.6,10
Distributor,8,0.075,752.54,1045.2,0
In-Store,7,0.4,988.18,2298.1,1
Online,7,0.05,730.43,924.6,1
In-Store,3,0.1,2231.1,2974.8,1
Distributor,6,0.1,515.1,830.8,8
In-Store,2,0.1,641.66,1051.9,2
Online,4,0.2,763.53,1031.8,8
In-Store,3,0.2,905.51,1775.5,5
In-Store,7,0.05,1465.29,1809.0,0
Online,8,0.4,763.8,1005.0,4
In-Store,4,0.2,85.43,167.5,1
Online,2,0.075,681.26,1098.8,5
Distributor,4,0.05,91.92,187.6,0
Wholesale,6,0.05,511.34,1065.3,10
Distributor,3,0.2,813.65,1179.2,214
In-Store,4,0.075,418.08,1045.2,5
Distributor,7,0.05,644.88,837.5,153
In-Store,4,0.075,480.73,1172.5,31
Distributor,1,0.15,123.28,268.0,6
In-Store,3,0.075,640.39,1085.4,1
Distributor,6,0.05,1246.2,3115.5,242
Wholesale,8,0.05,1447.2,2412.0,0
In-Store,5,0.15,1923.84,3926.2,6
Distributor,7,0.2,1713.53,2284.7,9
Online,5,0.05,556.57,783.9,31
In-Store,8,0.075,557.44,871.0,0
Online,3,0.05,831.0,1051.9,214
In-Store,1,0.05,609.7,1219.4,1
In-Store,5,0.2,509.07,877.7,0
In-Store,6,0.1,151.55,261.3,1
In-Store,7,0.15,3155.16,5172.4,4
Online,1,0.1,1835.0,2237.8,39
In-Store,5,0.05,135.68,180.9,91
In-Store,6,0.075,1594.6,1876.0,122
Distributor,8,0.2,4303.54,5815.6,2
In-Store,6,0.1,903.76,1922.9,158
In-Store,5,0.05,441.8,1051.9,8
Online,7,0.2,3597.9,5996.5,8
Wholesale,8,0.2,926.28,1172.5,5
Wholesale,8,0.05,153.7,207.7,3
In-Store,6,0.1,868.32,1085.4,120
Online,7,0.2,627.12,964.8,66
Wholesale,2,0.05,3142.57,3832.4,0
Distributor,2,0.3,754.15,1125.6,6
Distributor,2,0.05,649.83,1065.3,122
In-Store,7,0.3,4214.3,6197.5,10
Distributor,6,0.05,2778.09,3912.8,3
In-Store,1,0.1,185.93,247.9,127
Online,3,0.075,789.26,1038.5,122
In-Store,8,0.1,604.34,1098.8,5
In-Store,1,0.075,814.72,1273.0,10
Distributor,5,0.15,160.8,268.0,4
Distributor,8,0.075,2157.4,3852.5,5
Online,7,0.2,900.48,1876.0,275
In-Store,5,0.15,887.62,1286.4,184
Online,6,0.2,101.04,174.2,0
Distributor,6,0.15,4102.41,5259.5,6
Distributor,1,0.4,5144.8,6512.4,181
In-Store,3,0.075,1021.08,1701.8,6
Online,5,0.1,2682.68,3832.4,0
Distributor,7,0.15,923.26,1775.5,3
Online,2,0.15,865.31,1922.9,0
Wholesale,3,0.05,490.11,891.1,9
In-Store,7,0.075,1875.13,3289.7,8
Distributor,1,0.05,593.29,1078.7,0
Wholesale,2,0.05,2720.2,3886.0,61
Online,4,0.05,1143.56,1681.7,8
Wholesale,2,0.075,852.24,1065.3,125
Distributor,7,0.2,3286.75,3912.8,39
Online,2,0.3,2520.54,3819.0,4
Online,5,0.075,758.57,1025.1,2
Distributor,6,0.15,1601.3,3202.6,61
In-Store,1,0.1,2440.94,5306.4,151
In-Store,5,0.075,1331.42,1849.2,0
Online,3,0.1,137.95,194.3,9
In-Store,8,0.05,757.37,1051.9,9
Online,7,0.1,1537.65,1809.0,1
In-Store,2,0.15,130.78,214.4,153
In-Store,6,0.075,2577.56,3530.9,4
In-Store,6,0.4,810.03,1038.5,7
Online,2,0.075,1561.77,3470.6,243
Distributor,1,0.15,2154.52,2659.9,8
Online,8,0.05,637.77,1118.9,0
In-Store,4,0.4,2257.77,3892.7,150
In-Store,3,0.075,921.52,2003.3,214
Online,4,0.05,788.66,998.3,5
In-Store,3,0.05,1654.9,2546.0,156
Online,5,0.075,2093.21,2552.7,5
In-Store,8,0.05,2610.59,3839.1,4
Distributor,4,0.05,4071.52,6076.9,1
Distributor,7,0.2,462.84,1051.9,0
Distributor,8,0.075,577.47,1132.3,2
In-Store,8,0.05,1184.56,2961.4,1
In-Store,4,0.05,2140.05,3396.9,0
In-Store,7,0.2,3322.53,5728.5,0
Distributor,6,0.05,1401.37,2224.4,61
Online,3,0.075,1674.33,3986.5,8
Wholesale,8,0.1,2613.54,5681.6,0
Distributor,2,0.075,3005.55,5272.9,212
Distributor,8,0.2,529.03,1125.6,68
Online,7,0.05,400.26,690.1,6
In-Store,3,0.05,1502.14,2546.0,0
In-Store,5,0.1,2276.33,3035.1,0
Online,2,0.05,2444.03,4006.6,0
In-Store,6,0.1,2179.91,3892.7,0
In-Store,8,0.1,1334.37,2566.1,184
In-Store,8,0.075,786.65,1333.3,30
In-Store,5,0.05,452.32,1051.9,4
Wholesale,3,0.05,3314.89,3946.3,0
Distributor,8,0.05,593.02,1118.9,122
Online,8,0.075,1325.26,2881.0,153
In-Store,7,0.05,1890.74,2224.4,3
Online,1,0.075,586.79,1011.7,0
Distributor,2,0.2,123.95,167.5,91
In-Store,7,0.05,740.35,1139.0,187
Distributor,8,0.05,110.55,167.5,34
In-Store,1,0.05,553.15,864.3,2
In-Store,1,0.05,2477.33,2914.5,153
Distributor,3,0.05,2858.22,5293.0,9
In-Store,6,0.2,406.82,924.6,0
In-Store,4,0.1,619.08,884.4,0
Online,7,0.4,1819.59,2458.9,0
In-Store,8,0.05,656.47,924.6,1
In-Store,8,0.05,3235.9,6344.9,275
Online,2,0.4,2910.35,3932.9,91
Distributor,5,0.075,500.49,1112.2,10
Distributor,7,0.15,370.85,904.5,59
Online,2,0.075,524.61,1165.8,30
In-Store,7,0.15,116.71,174.2,0
In-Store,6,0.075,1379.53,2378.5,9
In-Store,4,0.1,850.83,1025.1,0
In-Store,6,0.075,2034.72,3839.1,5
Online,8,0.15,650.03,1031.8,10
Wholesale,6,0.05,623.1,1005.0,61
Distributor,6,0.05,2215.02,3886.0,156
In-Store,6,0.15,574.06,1125.6,64
In-Store,2,0.1,1832.72,3899.4,150
Online,5,0.05,976.53,1842.5,1
Online,2,0.05,86.43,201.0,30
Online,7,0.05,707.52,1768.8,5
In-Store,1,0.4,3777.8,5996.5,0
Online,1,0.075,1667.09,2525.9,0
Distributor,1,0.05,562.8,1005.0,1
Online,5,0.3,377.88,944.7,0
Online,7,0.3,924.94,1681.7,59
Online,2,0.2,151.96,180.9,150
Online,4,0.05,1592.72,1896.1,33
In-Store,8,0.075,410.04,804.0,153
In-Store,5,0.1,778.54,1112.2,0
Online,7,0.1,437.18,971.5,9
Online,2,0.05,1380.74,2465.6,5
In-Store,6,0.05,1915.13,2659.9,0
Wholesale,7,0.2,1155.75,1675.0,0
Online,5,0.05,3505.84,6150.6,0
Online,5,0.05,2387.88,5306.4,0
Distributor,6,0.15,3082.13,3758.7,212
Online,7,0.075,1603.98,2291.4,153
In-Store,7,0.075,3564.13,5748.6,8
Online,8,0.1,1336.65,1909.5,33
Online,7,0.05,3308.8,3892.7,153
Online,6,0.075,749.66,1118.9,0
Online,1,0.075,2559.94,3999.9,9
In-Store,2,0.075,873.28,1782.2,125
Distributor,4,0.05,707.52,1072.0,9
In-Store,4,0.4,559.92,917.9,0
Distributor,2,0.075,2836.51,5252.8,10
Distributor,4,0.075,5399.73,6505.7,91
In-Store,6,0.1,1932.41,3390.2,1
In-Store,5,0.075,108.34,221.1,6
Online,2,0.05,3034.83,3993.2,0
In-Store,8,0.4,1612.29,2519.2,151
In-Store,5,0.05,2964.75,3953.0,97
In-Store,3,0.2,840.92,1092.1,38
Online,7,0.3,4726.92,5835.7,153
In-Store,5,0.05,1276.35,1701.8,2
Wholesale,6,0.15,4343.14,6117.1,92
In-Store,2,0.075,1188.92,1829.1,8
In-Store,5,0.075,2477.73,3932.9,0
Online,2,0.05,1101.82,1695.1,243
Online,4,0.2,130.25,180.9,5
In-Store,1,0.15,631.94,877.7,158
In-Store,7,0.15,1984.88,2646.5,6
In-Store,4,0.05,2206.85,5132.2,6
Online,8,0.4,3271.74,5112.1,0
In-Store,7,0.05,522.0,1065.3,214
Online,6,0.15,2059.85,3269.6,64
In-Store,6,0.075,3277.91,6070.2,212
Online,7,0.2,857.4,1279.7,5
In-Store,1,0.05,2449.52,3061.9,31
In-Store,2,0.05,1217.39,2646.5,242
Distributor,6,0.075,3767.54,5232.7,4
Online,6,0.15,3268.93,3986.5,4
Online,4,0.1,178.49,247.9,153
Distributor,6,0.15,141.5,221.1,273
Distributor,3,0.1,492.32,1118.9,126
In-Store,1,0.05,2825.52,5433.7,10
In-Store,5,0.075,1756.47,3028.4,1
Online,1,0.15,2296.69,3892.7,187
In-Store,3,0.15,2089.4,2579.5,61
Wholesale,6,0.05,1230.12,1809.0,184
Online,4,0.075,2457.02,5118.8,61
Online,2,0.1,753.21,978.2,184
In-Store,3,0.05,554.76,770.5,61
In-Store,8,0.075,759.78,1085.4,4
In-Store,5,0.05,795.96,1989.9,6
In-Store,4,0.05,2180.85,2907.8,2
Wholesale,8,0.075,886.01,1165.8,33
Online,4,0.075,4343.48,5715.1,9
Online,7,0.1,1254.37,1695.1,9
Distributor,1,0.2,643.87,1038.5,9
In-Store,7,0.05,2778.62,5788.8,97
Online,2,0.15,1118.9,2237.8,2
Wholesale,7,0.15,871.87,1132.3,4
In-Store,4,0.05,552.48,891.1,2
Online,4,0.05,3055.2,3819.0,10
Distributor,6,0.15,702.7,1232.8,9
Online,3,0.075,2532.6,6331.5,184
Online,6,0.1,431.41,917.9,2
Online,4,0.05,639.98,1333.3,0
Online,4,0.15,3444.34,5467.2,5
Online,3,0.1,3950.32,5896.0,1
In-Store,1,0.2,1212.03,1809.0,122
Online,4,0.075,722.93,1112.2,6
Distributor,4,0.05,1782.2,2546.0,3
In-Store,8,0.05,774.52,1139.0,0
In-Store,2,0.05,2362.29,3872.6,4
Online,8,0.15,809.23,1326.6,7
Distributor,4,0.1,1793.39,2525.9,2
Online,4,0.15,564.01,924.6,5
Distributor,5,0.05,146.33,261.3,4
Online,6,0.1,161.81,234.5,0
Distributor,8,0.05,4273.8,5775.4,0
Online,6,0.05,2812.33,3852.5,2
Online,4,0.05,585.31,1045.2,3
Wholesale,2,0.15,535.87,864.3,0
In-Store,5,0.05,2124.3,2559.4,10
In-Store,6,0.1,999.91,1922.9,0
In-Store,8,0.075,2865.46,3979.8,0
In-Store,6,0.1,706.78,917.9,2
In-Store,1,0.075,1652.22,3671.6,8
Online,6,0.2,651.78,1018.4,8
Wholesale,3,0.15,831.0,1051.9,0
Online,4,0.3,789.33,1025.1,0
Wholesale,2,0.05,83.55,194.3,0
In-Store,2,0.075,1836.87,3993.2,0
In-Store,5,0.05,4175.78,5567.7,3
In-Store,8,0.05,500.69,1065.3,67
Online,5,0.075,911.2,1072.0,3
Wholesale,1,0.1,154.37,214.4,6
In-Store,2,0.1,2913.9,5112.1,217
In-Store,7,0.1,615.06,904.5,5
Wholesale,4,0.15,1952.92,2324.9,0
In-Store,8,0.075,3314.36,3993.2,7
Online,3,0.15,594.56,1025.1,0
In-Store,1,0.05,888.42,1306.5,2
In-Store,5,0.1,101.84,254.6,3
Online,2,0.05,1573.76,1896.1,2
In-Store,3,0.075,571.64,1058.6,1
Wholesale,1,0.05,2130.6,4020.0,0
In-Store,5,0.2,861.42,2003.3,0
In-Store,6,0.075,4029.25,5165.7,0
Online,6,0.3,3601.92,5145.6,6
Online,4,0.2,1277.96,1936.3,0
Wholesale,7,0.075,114.97,174.2,0
Distributor,1,0.05,1071.73,1728.6,0
In-Store,5,0.15,1121.58,1809.0,0
In-Store,7,0.075,2673.3,3517.5,2
In-Store,5,0.075,2154.52,2659.9,0
Online,3,0.1,1716.74,2351.7,0
In-Store,5,0.075,94.07,180.9,1
Distributor,3,0.075,581.83,1118.9,125
In-Store,3,0.15,1185.9,2010.0,0
Wholesale,5,0.05,795.96,1206.0,0
Distributor,1,0.05,130.25,180.9,31
In-Store,1,0.075,2059.58,3886.0,2
Online,3,0.075,4293.76,6505.7,150
Online,3,0.05,820.48,1051.9,1
In-Store,4,0.05,524.21,1092.1,31
In-Store,4,0.15,1370.82,2492.4,3
Distributor,6,0.075,1868.5,3892.7,188
Distributor,7,0.4,2079.81,2505.8,6
Wholesale,8,0.1,395.57,824.1,0
Distributor,8,0.05,441.66,690.1,0
In-Store,5,0.2,1206.2,2365.1,183
In-Store,8,0.3,460.96,1072.0,151
Online,3,0.075,468.73,1065.3,1
Online,7,0.1,1396.55,2586.2,10
In-Store,2,0.05,151.62,207.7,0
Online,5,0.075,2283.76,4006.6,9
In-Store,6,0.15,1095.85,2331.6,4
Distributor,7,0.3,600.86,1018.4,6
Online,3,0.2,4108.44,5628.0,303
Distributor,3,0.2,1782.2,2546.0,123
Online,5,0.075,668.93,857.6,3
In-Store,7,0.075,1757.75,3906.1,31
In-Store,8,0.05,783.9,1005.0,122
Distributor,4,0.05,388.33,844.2,98
Distributor,3,0.075,515.9,1031.8,4
In-Store,2,0.05,591.74,924.6,1
In-Store,6,0.075,825.44,1072.0,2
Wholesale,5,0.15,172.46,261.3,9
Online,4,0.05,894.85,1065.3,8
In-Store,5,0.15,1254.24,1929.6,122
Online,3,0.1,3494.72,5460.5,0
Distributor,1,0.05,1180.21,1815.7,3
Online,6,0.2,387.33,944.7,61
In-Store,7,0.05,553.09,850.9,0
Online,5,0.075,174.47,207.7,243
Online,5,0.1,823.97,1916.2,61
Online,2,0.1,963.59,1889.4,0
In-Store,3,0.075,185.72,241.2,5
Distributor,6,0.075,4392.12,6016.6,150
Distributor,3,0.075,621.76,1072.0,212
In-Store,4,0.15,2601.48,3825.7,157
In-Store,6,0.05,2166.78,2814.0,65
In-Store,8,0.05,1807.59,2619.7,5
Wholesale,7,0.3,525.88,1118.9,5
In-Store,2,0.05,514.56,1072.0,0
In-Store,2,0.05,1617.98,3946.3,2
In-Store,7,0.05,166.43,241.2,59
Online,2,0.05,156.78,241.2,9
Online,8,0.4,854.25,1005.0,6
Online,1,0.1,178.22,234.5,125
In-Store,4,0.15,741.69,904.5,304
In-Store,6,0.15,477.58,1085.4,40
In-Store,5,0.15,600.86,1018.4,0
In-Store,4,0.15,180.3,261.3,0
Online,5,0.075,2166.78,3939.6,9
Online,4,0.075,3364.41,6117.1,4
Online,2,0.05,1207.34,1775.5,128
In-Store,2,0.075,683.4,1005.0,9
Online,8,0.05,985.24,1159.1,5
In-Store,7,0.075,200.2,241.2,0
Distributor,7,0.05,3264.91,5936.2,0
Online,6,0.075,391.15,931.3,4
In-Store,4,0.05,623.9,1299.8,123
In-Store,2,0.05,2364.3,5373.4,5
Distributor,2,0.3,1801.76,2224.4,120
In-Store,5,0.075,1684.18,2673.3,7
Distributor,6,0.1,2559.94,3999.9,0
Online,2,0.05,3268.93,3845.8,92
Online,2,0.15,1433.13,2311.5,4
In-Store,3,0.15,444.88,1112.2,4
Online,8,0.05,588.13,1031.8,6
In-Store,4,0.3,650.5,891.1,1
In-Store,4,0.1,4394.66,6103.7,0
Online,3,0.1,3217.61,5547.6,128
Online,3,0.05,396.37,683.4,4
In-Store,6,0.15,2782.18,5058.5,30
Online,8,0.075,1217.99,2485.7,38
Wholesale,8,0.075,2907.26,6056.8,6
Distributor,8,0.1,2367.78,3819.0,0
In-Store,6,0.1,437.64,951.4,151
Wholesale,6,0.2,926.28,1172.5,5
In-Store,8,0.05,1396.55,2586.2,6
Wholesale,1,0.15,194.64,234.5,0
In-Store,2,0.075,632.08,1192.6,10
Wholesale,6,0.15,2697.09,3249.5,8
Online,7,0.3,3757.29,5607.9,125
In-Store,1,0.1,868.05,1098.8,62
Distributor,7,0.1,1394.14,1936.3,184
Online,7,0.1,4460.19,6371.7,7
In-Store,8,0.075,736.2,897.8,5
Online,2,0.4,586.25,837.5,7
Online,3,0.075,626.45,737.0,122
In-Store,6,0.05,146.53,180.9,123
In-Store,4,0.05,1662.67,3463.9,0
In-Store,4,0.075,85.02,180.9,91
Online,5,0.075,777.2,971.5,184
Online,8,0.05,1310.32,2472.3,9
In-Store,5,0.05,1025.64,2385.2,92
Online,6,0.15,150.35,227.8,95
Distributor,4,0.05,1487.4,1983.2,8
In-Store,3,0.05,2423.59,3973.1,2
In-Store,7,0.2,2120.15,3926.2,90
Wholesale,7,0.075,2001.96,2412.0,10
In-Store,8,0.1,137.08,207.7,8
In-Store,6,0.075,1924.98,3155.7,0
In-Store,5,0.2,475.97,991.6,183
In-Store,6,0.075,913.14,1185.9,7
In-Store,8,0.05,152.76,201.0,0
Distributor,8,0.1,834.55,1159.1,1
In-Store,5,0.3,1247.0,2653.2,4
Online,8,0.2,1691.15,3932.9,0
Distributor,7,0.075,2010.0,2680.0,10
In-Store,6,0.075,1836.6,2385.2,125
In-Store,4,0.05,1559.76,1949.7,6
Online,8,0.05,489.77,1139.0,158
In-Store,8,0.15,1561.44,2646.5,0
In-Store,2,0.1,185.72,221.1,10
In-Store,4,0.1,574.06,1025.1,214
Distributor,7,0.075,125.96,268.0,128
Online,5,0.4,912.0,1098.8,0
In-Store,8,0.15,1538.86,2653.2,153
Distributor,4,0.075,1297.92,2237.8,4
In-Store,4,0.05,884.53,1922.9,10
Online,2,0.05,4304.08,5380.1,10
Online,2,0.05,528.56,1078.7,39
Online,2,0.1,1294.64,2271.3,0
Online,3,0.15,2846.43,5473.9,0
In-Store,8,0.075,1541.67,2371.8,2
In-Store,7,0.075,465.18,877.7,30
Online,6,0.2,759.78,1688.4,8
Online,4,0.075,710.33,1246.2,68
Distributor,6,0.1,121.94,187.6,9
In-Store,7,0.05,712.88,1018.4,5
Online,3,0.075,792.07,1721.9,7
In-Store,6,0.075,1541.0,3082.0,5
Distributor,5,0.1,1346.7,2010.0,3
Online,6,0.15,3314.89,3946.3,4
In-Store,5,0.075,1132.23,2633.1,36
In-Store,8,0.1,1389.31,2894.4,4
Distributor,8,0.075,600.99,871.0,128
In-Store,2,0.05,548.26,1118.9,212
Distributor,4,0.15,1768.13,3048.5,6
Online,2,0.1,1539.86,3276.3,122
Online,4,0.2,520.86,1132.3,4
Online,5,0.075,762.19,964.8,6
In-Store,6,0.15,155.44,268.0,0
Distributor,1,0.2,665.18,978.2,30
Online,2,0.2,2672.09,3872.6,92
Online,1,0.2,2511.5,2954.7,3
Online,1,0.1,1330.29,2418.7,214
Wholesale,4,0.15,953.61,2217.7,3
Wholesale,3,0.1,2495.08,3564.4,10
Distributor,3,0.1,1468.64,1835.8,122
Online,7,0.2,2153.65,2626.4,2
Online,4,0.075,1848.8,2532.6,153
In-Store,8,0.3,1770.01,2391.9,4
In-Store,6,0.1,621.22,817.4,0
Distributor,5,0.15,1575.84,3939.6,216
In-Store,7,0.075,1686.73,3182.5,0
Online,2,0.1,1279.16,1728.6,123
Distributor,3,0.15,2170.8,2680.0,67
